,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
0,-11,0,-0.29999999999998295,0.0,-2.0,0.010000000000000009,4.4,11.099999999999998,0.01899999999999996,-4.399999999999999,-13.099999999999994,0.03600000000000003,0.6999999999999993,0.6999999999999993,0.009000000000000119,-3.0999999999999996,-1.2000000000000028,-4.299999999999997,2.599999999999998,-0.2999999999999998,-0.7000000000000002,-0.29999999999999893,2.900000000000002,5.099999999999994,14.599999999999994,-0.8999999999999986,-0.7999999999999972,-0.006000000000000005,0.09999999999999964,1.1000000000000014,-0.012999999999999956,-0.8000000000000007,-1.9000000000000057,0.0020000000000000018,4.500000000000002,5.899999999999999,-0.0010000000000000009,0.5,0.8999999999999986,1.2999999999999972,-1.0,0.2999999999999998,0.6000000000000005,0.5,1.5,3.0
1,-2,0,-0.30000000000001137,3.1999999999999957,2.5999999999999943,0.023999999999999966,0.29999999999999893,-1.3000000000000007,0.031000000000000083,2.900000000000002,4.0,0.014000000000000012,-0.8000000000000007,-2.799999999999997,0.05600000000000005,0.0,-1.5,-1.3999999999999986,0.29999999999999716,0.3000000000000007,-0.7000000000000002,-1.6000000000000014,3.1000000000000014,6.0,7.399999999999984,0.9000000000000057,-2.200000000000003,0.02200000000000002,-1.0,-3.3999999999999986,0.006999999999999951,1.9000000000000021,1.2999999999999972,0.02300000000000002,2.5999999999999996,4.0,-0.02100000000000013,-0.09999999999999964,-0.7000000000000028,-0.8999999999999986,-0.5999999999999979,-1.5999999999999996,-0.6000000000000005,-0.09999999999999964,-1.8000000000000007,3.4000000000000057
2,-8,0,0.0,0.4000000000000057,2.5,-0.009999999999999953,0.0,0.6000000000000014,-0.007000000000000006,0.3000000000000007,1.7999999999999972,-0.01100000000000001,2.5,2.3000000000000007,0.027999999999999914,1.799999999999999,1.0,2.8999999999999986,-5.699999999999999,0.20000000000000107,-0.39999999999999947,-1.3000000000000007,0.6000000000000014,3.3000000000000114,11.0,-0.7999999999999972,-0.09999999999999432,-0.009000000000000008,-0.3000000000000007,-0.8999999999999986,0.0010000000000000009,-0.5,0.8000000000000043,-0.017000000000000015,0.6000000000000014,0.6000000000000014,0.009000000000000119,-0.20000000000000107,-0.20000000000000284,-0.3999999999999986,-2.3000000000000007,-0.7000000000000002,0.20000000000000018,-0.09999999999999964,1.0,-1.2000000000000028
3,-8,0,0.30000000000001137,0.6000000000000014,0.4000000000000057,0.004999999999999949,4.4,10.899999999999999,0.008000000000000007,-3.700000000000003,-10.5,0.030000000000000027,-0.3999999999999986,1.1999999999999993,-0.062000000000000055,0.3000000000000007,1.3999999999999986,1.7000000000000028,0.1999999999999993,-1.5999999999999996,-1.0,-0.10000000000000142,-1.3999999999999986,5.200000000000003,11.0,2.6000000000000014,4.5,0.007000000000000006,0.0,-0.40000000000000213,0.006000000000000005,2.6999999999999993,5.0,0.0030000000000000027,-3.5,-4.100000000000001,-0.016000000000000014,0.3000000000000007,-0.29999999999999716,-0.09999999999999432,2.3999999999999986,-0.7999999999999998,-0.7000000000000002,-2.3000000000000007,1.1000000000000014,1.9000000000000057
4,-14,0,-1.8000000000000114,3.6000000000000014,1.0,0.035999999999999976,1.5999999999999996,3.5,0.008000000000000007,1.9000000000000021,-2.6000000000000014,0.05800000000000005,-0.6999999999999993,-1.0999999999999979,0.007999999999999896,-0.6999999999999993,1.5,0.6999999999999957,9.299999999999997,2.5999999999999996,1.7999999999999998,1.1000000000000014,-1.8999999999999986,8.0,31.700000000000003,-0.4000000000000057,3.0,-0.020000000000000018,-0.3000000000000007,2.6999999999999993,-0.045999999999999985,-0.09999999999999787,0.29999999999999716,-0.0040000000000000036,-3.1000000000000014,-3.3000000000000007,-0.024000000000000132,1.5999999999999996,-2.099999999999998,-0.5,2.099999999999998,0.8999999999999995,-1.5,2.6999999999999993,-0.40000000000000213,-4.200000000000003
5,0,0,0.0,2.5,3.700000000000003,0.008999999999999952,0.7000000000000011,1.3999999999999986,0.0029999999999998916,2.0,2.299999999999997,0.014000000000000012,2.1999999999999993,3.1000000000000014,-0.0020000000000000018,-0.40000000000000036,0.20000000000000284,-0.20000000000000284,2.3999999999999986,0.7999999999999998,-0.7999999999999998,-0.5999999999999996,1.0,8.0,0.0,2.3000000000000043,3.4000000000000057,0.009000000000000008,1.0,3.400000000000002,-0.008000000000000007,1.2999999999999972,0.0,0.02100000000000013,2.0,2.6999999999999993,0.0030000000000000027,1.1999999999999993,1.7999999999999972,2.8999999999999986,5.300000000000001,-0.2999999999999998,-0.6999999999999997,1.0999999999999996,2.1999999999999993,7.6000000000000085
6,-7,0,-0.30000000000001137,0.7999999999999972,-0.20000000000000284,0.010000000000000009,6.0,14.499999999999996,0.030000000000000027,-5.100000000000001,-14.700000000000003,0.04800000000000004,1.1000000000000014,0.6999999999999993,0.020999999999999908,-1.299999999999999,-0.8999999999999986,-2.200000000000003,4.199999999999999,0.29999999999999893,-0.7000000000000002,0.09999999999999964,-1.0,8.700000000000003,9.799999999999997,2.0,3.6000000000000085,0.0040000000000000036,1.1999999999999993,4.300000000000001,-0.013000000000000012,0.8000000000000007,-0.7999999999999972,0.020000000000000018,-1.3000000000000007,-2.1000000000000014,0.014000000000000012,1.5999999999999996,1.8999999999999986,3.5,2.700000000000003,0.0,-0.5,1.299999999999999,-0.3000000000000007,3.799999999999997
7,-9,0,-1.1999999999999886,2.8999999999999986,0.10000000000000853,0.033999999999999975,-0.20000000000000107,-3.0,0.03700000000000003,3.1000000000000014,3.1000000000000014,0.027000000000000024,-0.6999999999999993,-1.3999999999999986,0.013000000000000012,-0.8000000000000007,1.8999999999999986,1.1000000000000014,2.5,0.0,1.7000000000000002,0.5,-4.099999999999998,4.799999999999997,21.999999999999993,2.1000000000000014,4.6000000000000085,0.0,-1.8000000000000007,-4.300000000000001,-0.010000000000000009,3.8000000000000007,8.900000000000006,-0.009000000000000119,-4.199999999999999,-6.099999999999998,0.017999999999999905,0.5,-1.0999999999999979,-0.6000000000000014,1.2999999999999972,0.5,-0.9000000000000004,0.09999999999999964,-1.0,-1.9000000000000057
8,-5,0,-1.1999999999999886,-2.6999999999999957,-1.9000000000000057,-0.020999999999999963,2.8000000000000007,8.599999999999998,-0.013000000000000123,-5.5,-10.599999999999994,0.0,1.3999999999999986,1.0999999999999979,0.02300000000000002,-1.200000000000001,0.29999999999999716,-0.8999999999999986,1.3000000000000007,-1.0,0.0,-0.8999999999999986,-0.6999999999999993,-1.2000000000000028,4.799999999999997,-1.1000000000000014,0.7000000000000028,-0.016000000000000014,-0.9000000000000004,-0.10000000000000142,-0.03199999999999997,-0.10000000000000142,0.7999999999999972,-0.009000000000000008,0.9000000000000021,0.6999999999999993,0.018000000000000127,0.20000000000000107,1.2999999999999972,1.5,-0.1999999999999993,0.1999999999999993,0.6000000000000005,-1.4000000000000004,0.5,-2.0
9,0,0,-1.200000000000017,-0.6999999999999957,-0.5,-0.00599999999999995,-4.199999999999999,-9.599999999999998,-0.02100000000000002,3.400000000000002,9.0,-0.02300000000000002,2.1999999999999993,1.3999999999999986,0.04799999999999993,1.299999999999999,-1.7999999999999972,-0.4000000000000057,-4.199999999999999,1.700000000000001,0.9000000000000004,-1.0,2.6999999999999993,-3.3999999999999915,0.0,-3.3999999999999986,-5.8999999999999915,-0.009000000000000008,-0.7000000000000011,-1.3999999999999986,-0.007000000000000006,-2.8000000000000007,-4.5,-0.009000000000000008,3.0,3.8000000000000007,0.007000000000000006,-0.9000000000000004,-1.3000000000000043,-2.1000000000000014,-2.8999999999999986,-0.5999999999999996,0.5,2.0,-0.3000000000000007,-4.6000000000000085
